id,utmlong,utmlat,ESTtime
SNIK 06,465609.8209,3117675.475,4/29/18 19:00
SNIK 06,465601.4533,3117633.07,4/30/18 7:00
SNIK 06,465622.7797,3117642.203,4/30/18 8:00
SNIK 06,465648.9768,3117638.472,4/30/18 9:00
SNIK 06,465629.3987,3117656.918,4/30/18 10:00
SNIK 06,465631.0386,3117680.952,4/30/18 11:00
SNIK 06,465637.567,3117664.316,4/30/18 12:00
SNIK 06,465629.3987,3117656.918,4/30/18 13:00
SNIK 06,465613.0281,3117664.387,4/30/18 14:00
SNIK 06,465613.0761,3117681.004,4/30/18 15:00
SNIK 06,465624.5497,3117677.315,4/30/18 16:00
SNIK 06,465614.7927,3117697.616,4/30/18 17:00
SNIK 06,465624.6668,3117717.86,4/30/18 18:00
SNIK 06,465647.5105,3117708.6,4/30/18 19:00
SNIK 06,465572.2198,3117706.934,5/1/18 7:00
SNIK 06,465616.2033,3117642.222,5/1/18 8:00
SNIK 06,465613.0601,3117675.465,5/1/18 9:00
SNIK 06,465655.4785,3117612.53,5/1/18 10:00
SNIK 06,465608.1257,3117666.285,5/1/18 11:00
SNIK 06,465604.8492,3117653.333,5/1/18 12:00
SNIK 06,465631.1185,3117708.647,5/1/18 13:00
SNIK 06,465634.4133,3117693.904,5/1/18 14:00
SNIK 06,465631.0386,3117680.952,5/1/18 15:00
SNIK 06,465586.783,3117651.502,5/1/18 16:00
SNIK 06,465604.9132,3117675.489,5/1/18 17:00
SNIK 06,465595.0976,3117675.517,5/1/18 18:00
SNIK 06,465622.7851,3117644.086,5/1/18 19:00
SNIK 06,465601.5439,3117664.42,5/2/18 7:00
SNIK 06,465598.2622,3117649.696,5/2/18 8:00
SNIK 06,465608.1417,3117671.824,5/2/18 9:00
SNIK 06,465614.6913,3117662.499,5/2/18 10:00
SNIK 06,465652.1626,3117619.962,5/2/18 11:00
SNIK 06,465611.4129,3117682.892,5/2/18 12:00
SNIK 06,465660.546,3117667.906,5/2/18 13:00
SNIK 06,465634.2799,3117647.709,5/2/18 14:00
SNIK 06,465609.6344,3117610.89,5/2/18 15:00
SNIK 06,465630.9532,3117651.374,5/2/18 16:00
SNIK 06,465611.3969,3117677.353,5/2/18 17:00
SNIK 06,465604.9397,3117684.683,5/2/18 18:00
SNIK 06,465640.4971,3117557.184,5/3/18 7:00
SNIK 06,465593.3063,3117633.093,5/3/18 8:00
SNIK 06,465581.8272,3117634.899,5/3/18 9:00
SNIK 06,465627.549,3117594.221,5/3/18 10:00
SNIK 06,465640.6089,3117595.956,5/3/18 11:00
SNIK 06,465585.25,3117664.468,5/3/18 12:00
SNIK 06,465680.1721,3117666.077,5/3/18 13:00
SNIK 06,465650.6665,3117645.778,5/3/18 14:00
SNIK 06,465601.3144,3117584.992,5/3/18 15:00
SNIK 06,465647.3612,3117656.866,5/3/18 16:00
SNIK 06,465619.546,3117644.096,5/3/18 17:00
SNIK 06,465609.773,3117658.858,5/3/18 18:00
SNIK 06,465614.5102,3117599.798,5/4/18 7:00
SNIK 06,465611.434,3117690.204,5/4/18 8:00
SNIK 06,465606.3822,3117640.367,5/4/18 9:00
SNIK 06,465648.886,3117607.01,5/4/18 10:00
SNIK 06,465647.1963,3117599.704,5/4/18 11:00
SNIK 06,465608.0563,3117642.246,5/4/18 12:00
SNIK 06,465645.6874,3117655.098,5/4/18 13:00
SNIK 06,465627.6875,3117642.189,5/4/18 14:00
SNIK 06,465601.4213,3117621.992,5/4/18 15:00
SNIK 06,465608.0563,3117642.246,5/4/18 16:00
SNIK 06,465609.7944,3117666.28,5/4/18 17:00
SNIK 06,465616.1978,3117640.339,5/4/18 19:00
SNIK 06,465606.4197,3117653.328,5/5/18 7:00
SNIK 06,465616.1818,3117634.8,5/5/18 8:00
SNIK 06,465606.4462,3117662.523,5/5/18 9:00
SNIK 06,465611.37,3117668.048,5/5/18 10:00
SNIK 06,465639.0758,3117608.922,5/5/18 11:00
SNIK 06,465626.0348,3117647.733,5/5/18 12:00
SNIK 06,465604.8546,3117655.216,5/5/18 13:00
SNIK 06,465606.4142,3117651.445,5/5/18 14:00
SNIK 06,465639.1343,3117629.195,5/5/18 15:00
SNIK 06,465619.53,3117638.557,5/5/18 16:00
SNIK 06,465606.4197,3117653.328,5/5/18 17:00
SNIK 06,465608.1469,3117673.596,5/5/18 18:00
SNIK 06,465619.53,3117638.557,5/5/18 19:00
SNIK 06,465495.0861,3117611.222,5/6/18 7:00
SNIK 06,465635.813,3117634.743,5/6/18 8:00
SNIK 06,465629.4096,3117660.684,5/6/18 9:00
SNIK 06,465624.4963,3117658.815,5/6/18 10:00
SNIK 06,465629.3562,3117642.184,5/6/18 11:00
SNIK 06,465591.7228,3117662.566,5/6/18 12:00
SNIK 06,465717.8719,3117702.858,5/6/18 13:00
SNIK 06,465642.4214,3117645.802,5/6/18 14:00
SNIK 06,465593.2049,3117597.976,5/6/18 15:00
SNIK 06,465617.8665,3117640.334,5/6/18 16:00
SNIK 06,465621.1165,3117644.091,5/6/18 17:00
SNIK 06,465621.1111,3117642.208,5/6/18 18:00
SNIK 06,465648.9554,3117631.05,5/6/18 19:00
SNIK 06,465601.5119,3117653.343,5/7/18 7:00
SNIK 06,465599.9359,3117651.464,5/7/18 8:00
SNIK 06,465630.7828,3117592.329,5/7/18 9:00
SNIK 06,465609.7889,3117664.397,5/7/18 10:00
SNIK 06,465624.3524,3117608.964,5/7/18 11:00
SNIK 06,465655.5104,3117623.608,5/7/18 12:00
SNIK 06,465612.9535,3117638.576,5/7/18 13:00
SNIK 06,465609.757,3117653.319,5/7/18 14:00
SNIK 06,465603.1751,3117651.454,5/7/18 15:00
SNIK 06,465596.6146,3117657.012,5/7/18 16:00
SNIK 06,465603.1699,3117649.682,5/7/18 17:00
SNIK 06,465619.5351,3117640.329,5/7/18 18:00
SNIK 06,465545.9342,3117646.081,5/7/18 19:00
SNIK 06,465657.0809,3117623.604,5/8/18 7:00
SNIK 06,465621.1856,3117668.019,5/8/18 8:00
SNIK 06,465614.6062,3117633.032,5/8/18 9:00
SNIK 06,465622.8117,3117653.281,5/8/18 10:00
SNIK 06,465630.9107,3117636.641,5/8/18 11:00
SNIK 06,465608.1203,3117664.401,5/8/18 12:00
SNIK 06,465627.7089,3117649.611,5/8/18 13:00
SNIK 06,465627.6981,3117645.845,5/8/18 14:00
SNIK 06,465653.8258,3117618.074,5/8/18 15:00
SNIK 06,465621.1005,3117638.552,5/8/18 16:00
SNIK 06,465622.8011,3117649.625,5/8/18 17:00
SNIK 06,465568.9006,3117679.249,5/8/18 18:00
SNIK 06,465653.8207,3117616.302,5/8/18 21:02
SNIK 06,465603.1751,3117651.454,5/9/18 7:00
SNIK 06,465609.7035,3117634.819,5/9/18 8:00
SNIK 06,465616.1818,3117634.8,5/9/18 9:00
SNIK 06,465604.8437,3117651.45,5/9/18 10:00
SNIK 06,465612.9481,3117636.692,5/9/18 11:00
SNIK 06,465566.7248,3117503.89,5/9/18 12:00
SNIK 06,465622.7583,3117634.781,5/9/18 13:00
SNIK 06,465577.101,3117697.725,5/9/18 14:00
SNIK 06,465631.0386,3117680.952,5/9/18 15:00
SNIK 06,465653.8312,3117619.957,5/9/18 16:00
SNIK 06,465616.2033,3117642.222,5/9/18 17:00
SNIK 06,465617.8879,3117647.756,5/9/18 18:00
SNIK 06,465652.184,3117627.384,5/9/18 19:00
SNIK 06,465575.4559,3117671.918,5/10/18 8:00
SNIK 06,465606.4197,3117653.328,5/10/18 9:00
SNIK 06,465621.0896,3117634.786,5/10/18 10:00
SNIK 06,465645.5327,3117601.481,5/10/18 11:00
SNIK 06,465603.1911,3117656.993,5/10/18 12:00
SNIK 06,465634.3653,3117677.287,5/10/18 13:00
SNIK 06,465619.5246,3117636.673,5/10/18 14:00
SNIK 06,465601.4424,3117629.303,5/10/18 15:00
SNIK 06,465614.6542,3117649.649,5/10/18 16:00
SNIK 06,465632.6007,3117644.058,5/10/18 17:00
SNIK 06,465601.5173,3117655.226,5/10/18 18:00
SNIK 06,465603.1591,3117645.915,5/10/18 19:00
SNIK 06,465601.5013,3117649.687,5/11/18 7:00
SNIK 06,465616.1978,3117640.339,5/11/18 8:00
SNIK 06,465606.4197,3117653.328,5/11/18 9:00
SNIK 06,465604.8597,3117656.989,5/11/18 10:00
SNIK 06,465619.5725,3117653.29,5/11/18 11:00
SNIK 06,465616.2298,3117651.417,5/11/18 12:00
SNIK 06,465617.9253,3117660.717,5/11/18 13:00
SNIK 06,465608.0563,3117642.246,5/11/18 14:00
SNIK 06,465583.6989,3117705.128,5/11/18 15:00
SNIK 06,465617.8719,3117642.217,5/11/18 16:00
SNIK 06,465619.5406,3117642.212,5/11/18 17:00
SNIK 06,465619.546,3117644.096,5/11/18 18:00
SNIK 06,465639.1398,3117631.078,5/11/18 19:00
SNIK 06,465603.2605,3117681.032,5/12/18 7:00
SNIK 06,465619.6311,3117673.563,5/12/18 8:00
SNIK 06,465660.1147,3117518.354,5/12/18 9:00
SNIK 06,465591.7817,3117682.949,5/12/18 10:00
SNIK 06,465593.3595,3117651.483,5/12/18 11:00
SNIK 06,465613.0546,3117673.582,5/12/18 12:00
SNIK 06,465632.6698,3117667.986,5/12/18 13:00
SNIK 06,465601.5973,3117682.921,5/12/18 14:00
SNIK 06,465599.8508,3117621.997,5/12/18 15:00
SNIK 06,465434.6896,3117668.559,5/12/18 16:00
SNIK 06,465544.4578,3117712.553,5/12/18 17:00
SNIK 06,465462.7857,3117744.252,5/12/18 18:00
SNIK 06,465605.2066,3117777.073,5/12/18 19:00
SNIK 06,465557.1334,3117581.464,5/12/18 20:00
SNIK 06,465629.3507,3117640.301,5/13/18 7:00
SNIK 06,465640.9181,3117703.08,5/13/18 8:00
SNIK 06,465601.4584,3117634.842,5/13/18 9:00
SNIK 06,465601.5333,3117660.765,5/13/18 10:00
SNIK 06,465594.9961,3117640.4,5/13/18 11:00
SNIK 06,465640.8436,3117677.268,5/13/18 12:00
SNIK 06,465667.0777,3117686.387,5/13/18 13:00
SNIK 06,465608.1789,3117684.674,5/13/18 14:00
SNIK 06,465627.5701,3117601.533,5/13/18 15:00
SNIK 06,465621.2016,3117673.558,5/13/18 16:00
SNIK 06,465572.2627,3117721.778,5/13/18 17:00
SNIK 06,465604.8386,3117649.677,5/13/18 19:00
SNIK 06,465604.8546,3117655.216,5/14/18 7:00
SNIK 06,465617.8505,3117634.795,5/14/18 9:00
SNIK 06,465609.725,3117642.241,5/14/18 10:00
SNIK 06,465612.9855,3117649.654,5/14/18 11:00
SNIK 06,465681.801,3117686.345,5/14/18 12:00
SNIK 06,465645.8524,3117712.26,5/14/18 13:00
SNIK 06,465616.1927,3117638.566,5/14/18 14:00
SNIK 06,465621.0951,3117636.669,5/14/18 15:00
SNIK 06,465621.0951,3117636.669,5/14/18 16:00
SNIK 06,465604.8012,3117636.716,5/14/18 17:00
SNIK 06,465603.1805,3117653.338,5/14/18 18:00
SNIK 06,465599.9468,3117655.23,5/15/18 7:00
SNIK 06,465604.8652,3117658.872,5/15/18 8:00
SNIK 06,465655.5104,3117623.608,5/15/18 9:00
SNIK 06,465660.3863,3117612.516,5/15/18 10:00
SNIK 06,465652.0613,3117584.845,5/15/18 11:00
SNIK 06,465896.9394,3117405.01,5/15/18 12:00
SNIK 06,465614.7233,3117673.577,5/15/18 13:00
SNIK 06,465624.4378,3117638.543,5/15/18 14:00
SNIK 06,465644.0262,3117623.641,5/15/18 15:00
SNIK 06,465621.2016,3117673.558,5/15/18 16:00
SNIK 06,465590.3124,3117717.96,5/15/18 17:00
SNIK 06,465616.2033,3117642.222,5/15/18 18:00
SNIK 06,465609.741,3117647.78,5/15/18 19:00
SNIK 06,465601.5119,3117653.343,5/16/18 7:00
SNIK 06,465616.2138,3117645.878,5/16/18 8:00
SNIK 06,465654.7756,3117368.816,5/16/18 9:00
SNIK 06,465683.2727,3117617.989,5/16/18 10:00
SNIK 06,465611.3169,3117649.658,5/16/18 11:00
SNIK 06,465744.1486,3117726.822,5/16/18 12:00
SNIK 06,465650.8692,3117716.012,5/16/18 13:00
SNIK 06,465668.8048,3117706.655,5/16/18 14:00
SNIK 06,465583.6989,3117705.128,5/16/18 15:00
SNIK 06,465650.7733,3117682.779,5/16/18 16:00
SNIK 06,465542.8052,3117718.097,5/16/18 17:00
SNIK 06,465640.7422,3117642.151,5/16/18 19:00
SNIK 06,465601.5064,3117651.459,5/17/18 7:00
SNIK 06,465612.9376,3117633.037,5/17/18 8:00
SNIK 06,465616.1873,3117636.683,5/17/18 9:00
SNIK 06,465601.4799,3117642.265,5/17/18 10:00
SNIK 07,463253.3338,3122206.027,4/24/18 12:00
SNIK 07,463235.4296,3122222.699,4/24/18 13:00
SNIK 07,463230.5007,3122215.292,4/24/18 14:00
SNIK 07,463237.0804,3122217.155,4/24/18 15:00
SNIK 07,463238.6675,3122222.689,4/24/18 16:00
SNIK 07,463232.1803,3122219.053,4/24/18 17:00
SNIK 07,463232.1916,3122222.709,4/24/18 18:00
SNIK 07,463228.8614,3122224.603,4/24/18 19:00
SNIK 07,463232.1916,3122222.709,4/24/18 20:00
SNIK 07,463235.4182,3122219.043,4/25/18 7:00
SNIK 07,463232.1916,3122222.709,4/25/18 8:00
SNIK 07,463230.5178,3122220.831,4/25/18 9:00
SNIK 07,463255.0762,3122230.061,4/25/18 10:00
SNIK 07,463225.6407,3122230.152,4/25/18 11:00
SNIK 07,463232.2259,3122233.787,4/25/18 12:00
SNIK 07,463233.7787,3122228.243,4/25/18 13:00
SNIK 07,463235.4182,3122219.043,4/25/18 14:00
SNIK 07,463241.9805,3122215.256,4/25/18 15:00
SNIK 07,463237.0746,3122215.272,4/25/18 16:00
SNIK 07,463230.5178,3122220.831,4/25/18 17:00
SNIK 07,463227.2857,3122222.724,4/25/18 18:00
SNIK 07,463237.1147,3122228.233,4/25/18 19:00
SNIK 07,463227.2059,3122196.912,4/26/18 7:00
SNIK 07,463242.0891,3122250.374,4/26/18 8:00
SNIK 07,463209.329,3122254.131,4/26/18 9:00
SNIK 07,463255.0019,3122206.021,4/26/18 10:00
SNIK 07,463237.126,3122231.889,4/26/18 11:00
SNIK 07,463230.5349,3122226.37,4/26/18 12:00
SNIK 07,463230.5236,3122222.714,4/26/18 13:00
SNIK 07,463227.2799,3122220.841,4/26/18 14:00
SNIK 07,463227.2744,3122219.068,4/26/18 15:00
SNIK 07,463237.0976,3122222.694,4/26/18 16:00
SNIK 07,463230.5349,3122226.37,4/26/18 17:00
SNIK 07,463233.7502,3122219.048,4/26/18 18:00
SNIK 07,463233.7615,3122222.704,4/26/18 19:00
SNIK 07,463259.8794,3122196.811,4/26/18 20:00
SNIK 07,463227.1373,3122174.756,4/27/18 7:00
SNIK 07,463274.6427,3122211.5,4/27/18 8:00
SNIK 07,463307.3274,3122215.055,4/27/18 9:00
SNIK 07,463250.1131,3122211.576,4/27/18 10:00
SNIK 07,463199.3687,3122206.193,4/27/18 11:00
SNIK 07,463235.4409,3122226.355,4/27/18 12:00
SNIK 07,463245.2869,3122237.402,4/27/18 13:00
SNIK 07,463233.7674,3122224.587,4/27/18 15:00
SNIK 07,463232.1745,3122217.17,4/27/18 16:00
SNIK 07,463225.6348,3122228.268,4/27/18 17:00
SNIK 07,463217.4852,3122226.41,4/27/18 18:00
SNIK 07,463245.2585,3122228.208,4/27/18 19:00
SNIK 07,463235.4182,3122219.043,4/28/18 7:00
SNIK 07,463232.1858,3122220.826,4/28/18 8:00
SNIK 07,463233.7557,3122220.821,4/28/18 9:00
SNIK 07,463245.2986,3122241.169,4/28/18 10:00
SNIK 07,463248.5591,3122248.47,4/28/18 11:00
SNIK 07,463237.052,3122207.96,4/28/18 12:00
SNIK 07,463233.7557,3122220.821,4/28/18 15:05
SNIK 07,463230.5178,3122220.831,4/28/18 16:00
SNIK 07,463235.4237,3122220.816,4/28/18 17:00
SNIK 07,463228.8443,3122219.064,4/28/18 18:00
SNIK 07,463235.4296,3122222.699,4/28/18 19:00
SNIK 07,463232.1975,3122224.592,4/29/18 8:00
SNIK 07,463222.3627,3122217.2,4/29/18 9:00
SNIK 07,463225.629,3122226.385,4/29/18 10:00
SNIK 07,463225.6462,3122231.924,4/29/18 11:00
SNIK 07,463225.629,3122226.385,4/29/18 12:00
SNIK 07,463230.5295,3122224.597,4/29/18 13:00
SNIK 07,463232.1858,3122220.826,4/29/18 14:00
SNIK 07,463232.1916,3122222.709,4/29/18 15:00
SNIK 07,463235.3953,3122211.621,4/29/18 16:00
SNIK 07,463235.4124,3122217.16,4/29/18 17:00
SNIK 07,463237.052,3122207.96,4/29/18 18:00
SNIK 07,463235.4011,3122213.504,4/29/18 19:01
SNIK 08,463377.3192,3123690.112,4/30/18 12:00
SNIK 08,463374.0763,3123688.35,4/30/18 13:00
SNIK 08,463385.4109,3123673.47,4/30/18 14:00
SNIK 08,463365.8466,3123692.031,4/30/18 15:00
SNIK 08,463385.4508,3123686.432,4/30/18 16:00
SNIK 08,463372.4426,3123699.433,4/30/18 17:00
SNIK 08,463362.6716,3123712.314,4/30/18 18:00
SNIK 08,463375.646,3123688.345,4/30/18 19:00
SNIK 08,463375.6572,3123692.001,5/1/18 9:00
SNIK 08,463375.6402,3123686.462,5/1/18 10:00
SNIK 08,463369.2106,3123701.216,5/1/18 11:00
SNIK 08,463375.6685,3123695.657,5/1/18 12:00
SNIK 08,463385.5304,3123712.243,5/1/18 13:00
SNIK 08,463397.0429,3123723.286,5/1/18 14:00
SNIK 08,463362.7116,3123725.275,5/1/18 15:00
SNIK 08,463362.6433,3123703.119,5/1/18 16:00
SNIK 08,463410.0344,3123704.856,5/1/18 17:00
SNIK 08,463372.5222,3123725.245,5/1/18 18:00
SNIK 08,463343.1359,3123740.069,5/1/18 19:00
SNIK 08,463370.7461,3123690.133,5/2/18 8:00
SNIK 08,463374.0934,3123693.889,5/2/18 9:00
SNIK 08,463375.6289,3123682.806,5/2/18 10:00
SNIK 08,463359.3716,3123692.051,5/2/18 11:00
SNIK 08,463378.97,3123684.568,5/2/18 12:00
SNIK 08,463357.7151,3123695.712,5/2/18 13:00
SNIK 08,463370.809,3123710.516,5/2/18 14:00
SNIK 08,463388.9059,3123725.194,5/2/18 15:00
SNIK 08,463375.6685,3123695.657,5/2/18 16:00
SNIK 08,463374.1217,3123703.084,5/2/18 17:00
SNIK 08,463378.9758,3123686.451,5/2/18 18:00
SNIK 08,463370.7519,3123692.016,5/2/18 19:00
SNIK 08,463372.3969,3123684.588,5/3/18 7:00
SNIK 08,463372.4255,3123693.894,5/3/18 8:00
SNIK 08,463383.9494,3123708.592,5/3/18 9:00
SNIK 08,463370.7407,3123688.36,5/3/18 10:00
SNIK 08,463380.5397,3123684.563,5/3/18 11:00
SNIK 08,463374.0817,3123690.122,5/3/18 12:00
SNIK 08,463377.365,3123704.957,5/3/18 13:00
SNIK 08,463375.6402,3123686.462,5/3/18 14:00
SNIK 08,463374.0647,3123684.583,5/3/18 15:00
SNIK 08,463382.2075,3123684.558,5/3/18 16:00
SNIK 08,463416.5447,3123684.452,5/3/18 17:00
SNIK 08,463374.0934,3123693.889,5/3/18 18:00
SNIK 08,463379.0157,3123699.413,5/3/18 19:00
SNIK 08,463374.1046,3123697.545,5/4/18 7:00
SNIK 08,463365.8466,3123692.031,5/4/18 8:00
SNIK 08,463374.1159,3123701.2,5/4/18 9:00
SNIK 08,463370.7519,3123692.016,5/4/18 10:00
SNIK 08,463385.4679,3123691.971,5/4/18 11:00
SNIK 08,463375.6631,3123693.884,5/4/18 12:00
SNIK 08,463379.0099,3123697.53,5/4/18 13:00
SNIK 08,463375.6514,3123690.118,5/4/18 14:00
SNIK 08,463419.7256,3123666.053,5/4/18 15:00
SNIK 08,463400.1725,3123688.269,5/4/18 16:00
SNIK 08,463390.4302,3123710.456,5/4/18 17:00
SNIK 08,463365.9833,3123736.343,5/4/18 18:00
SNIK 08,463374.0934,3123693.889,5/4/18 19:00
SNIK 08,463372.4139,3123690.127,5/5/18 7:00
SNIK 08,463372.4085,3123688.355,5/5/18 8:00
SNIK 08,463355.9164,3123653.288,5/5/18 9:00
SNIK 08,463362.6662,3123710.541,5/5/18 10:00
SNIK 08,463419.7993,3123689.981,5/5/18 11:00
SNIK 08,463375.6572,3123692.001,5/5/18 12:00
SNIK 08,463387.2268,3123721.544,5/5/18 13:00
SNIK 08,463347.9615,3123714.242,5/5/18 14:00
SNIK 08,463374.0817,3123690.122,5/5/18 16:00
SNIK 08,463375.6572,3123692.001,5/5/18 17:00
SNIK 08,463385.4679,3123691.971,5/5/18 18:00
SNIK 08,463370.7974,3123706.75,5/5/18 19:00
SNIK 08,463370.7577,3123693.899,5/6/18 7:00
SNIK 08,463370.7519,3123692.016,5/6/18 8:00
SNIK 08,463372.3969,3123684.588,5/6/18 9:00
SNIK 08,463378.9645,3123682.796,5/6/18 10:00
SNIK 08,463387.0674,3123669.809,5/6/18 11:00
SNIK 08,463378.97,3123684.568,5/6/18 12:00
SNIK 08,463393.817,3123727.062,5/6/18 13:00
SNIK 08,463387.1586,3123699.388,5/6/18 14:00
SNIK 08,463374.0875,3123692.006,5/6/18 15:00
SNIK 08,463372.4197,3123692.011,5/6/18 16:00
SNIK 08,463380.5626,3123691.986,5/6/18 17:00
SNIK 08,463375.646,3123688.345,5/6/18 18:00
SNIK 08,463380.5738,3123695.641,5/6/18 19:00
SNIK 08,463369.1935,3123695.676,5/6/18 20:00
SNIK 08,463364.294,3123697.575,5/7/18 7:00
SNIK 08,463377.3363,3123695.651,5/7/18 8:00
SNIK 08,463372.4139,3123690.127,5/7/18 9:00
SNIK 08,463375.6572,3123692.001,5/7/18 10:00
SNIK 08,463383.8299,3123669.819,5/7/18 11:00
SNIK 08,463375.6572,3123692.001,5/7/18 12:00
SNIK 08,463377.3022,3123684.573,5/7/18 13:00
SNIK 08,463372.431,3123695.667,5/7/18 14:00
SNIK 08,463398.5516,3123671.657,5/7/18 15:00
SNIK 08,463369.2222,3123704.982,5/7/18 16:00
SNIK 08,463379.0157,3123699.413,5/7/18 17:00
SNIK 08,463377.3363,3123695.651,5/7/18 18:00
SNIK 08,463375.6572,3123692.001,5/8/18 8:00
SNIK 08,463380.5626,3123691.986,5/8/18 9:00
SNIK 08,463385.445,3123684.548,5/8/18 11:00
SNIK 08,463375.6743,3123697.54,5/8/18 12:00
SNIK 08,463379.0328,3123704.952,5/8/18 13:00
SNIK 08,463378.9929,3123691.99,5/8/18 14:00
SNIK 08,463375.646,3123688.345,5/8/18 15:00
SNIK 08,463375.6631,3123693.884,5/8/18 17:03
SNIK 08,463370.7632,3123695.672,5/8/18 18:00
SNIK 08,463375.7768,3123730.774,5/8/18 19:00
SNIK 08,463374.0934,3123693.889,5/9/18 7:00
SNIK 08,463367.4915,3123684.604,5/9/18 8:00
SNIK 08,463370.7519,3123692.016,5/9/18 9:00
SNIK 08,463379.0041,3123695.646,5/9/18 10:00
SNIK 08,463360.9013,3123679.085,5/9/18 11:00
SNIK 08,463406.8194,3123712.178,5/9/18 12:00
SNIK 08,463379.0554,3123712.263,5/9/18 13:00
SNIK 08,463356.1443,3123727.179,5/9/18 14:00
SNIK 08,463395.2386,3123678.979,5/9/18 15:00
SNIK 08,463377.3705,3123706.729,5/9/18 16:00
SNIK 08,463230.3429,3123749.724,5/9/18 17:00
SNIK 08,463387.0957,3123679.004,5/9/18 19:00
SNIK 08,463380.5568,3123690.102,5/9/18 20:00
SNIK 08,463534.0968,3123626.928,5/10/18 8:00
SNIK 08,463384.0689,3123747.366,5/10/18 9:00
SNIK 08,463614.3179,3123648.838,5/10/18 10:00
SNIK 08,463377.3192,3123690.112,5/10/18 11:00
SNIK 08,463377.4104,3123719.691,5/10/18 12:00
